,Lyrics,Year
29,"Run away-ay with me
Lost souls in revelry (hey)
Running wild and running free
Two kids, you and me (hey)

And I say hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Living like we're renegades
Renegades, renegades

Long live the pioneers
Rebels and mutineers (hey)
Go forth and have no fear
Come close and lend an ear (hey)

And I say hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Living like we're renegades
Renegades, renegades

All hail the underdogs
All hail the new kids
All hail the outlaws
Spielbergs and Kubricks

It's our time to make a move
It's our time to make amends
It's our time to break the rules
Let's begin

And I say, hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Leaving like we're renegades
Renegades, renegades",2000
30,"He said, ""Let's get out of this town""
Drive out of the city, away from the crowds""
I thought heaven can't help me now
Nothing lasts forever

But this is gonna take me down
He's so tall and handsome as hell
He's so bad but he does it so well
I can see the end as it begins
My one condition is...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams...
Wildest dreams...

I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothing lasts forever

But this is getting good now
He's so tall and handsome as hell
He's so bad but he does it so well
And when we've had our very last kiss
My last request is...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams...
Wildest dreams...

You'll see me in hindsight
Tangled up with you all night
Burning it down
Someday when you leave me
I'll bet these memories
Follow you around

You'll see me in hindsight
Tangled up with you all night
Burning it down (down)
Someday when you leave me
I'll bet these memories
Follow you around (follow you around)

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
(Just pretend, just pretend)
Wildest dreams...
In your wildest dreams...

(Even if it's just in your)
Wildest dreams...
In your wildest dreams...",2000
31,"Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Why am I so emotional?
No it's not a good look, gain some self control
And deep down I know this never works
But you can lay with me so it doesn't hurt

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me",2000
32,"(What the heart wants...)
(The heart wants...)
(What the heart wants...)

You got me sippin' on something
I can't compare to nothing
I've ever known, I'm hoping
That after this fever I'll survive
I know I'm acting a bit crazy
Strung out, a little bit hazy
Hand over heart, I'm praying
That I'm gonna make it out alive

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants

You got me scattered in pieces
Shining like stars and screaming
Lighting me up like Venus
But then you disappear and make me wait
And every second's like torture
Heroin drip, no more so
Finding a way to let go
Baby, baby no I can't escape

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
The heart wants what it wants
The heart wants what it wants

This is a modern fairytale
No happy endings
No wind in our sails
But I can't imagine a life without
Breathless moments
Breaking me down, down, down, down 

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
The heart wants what it wants
The heart wants what it wants

The heart wants what it wants baby
It wants what it wants baby
It wants what it wants
It wants what it wants

The heart wants what it wants baby
It wants what it wants baby...",2000
33,"I've got a girl crush
Hate to admit it, but
I got a heart rush
Ain't slowing down
I got it real bad
Want everything she has
That smile and that midnight laugh
She's givin' you now

I wanna taste her lips
Yeah, 'cause they taste like you
I wanna drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I got a girl crush
I got a girl crush

I don't get no sleep
I don't get no peace
Thinkin' about her
Under your bed sheets
The way that she's whisperin'
The way that she's pullin' you in
Lord knows I've tried
I can't get her off my mind

I wanna taste her lips
Yeah, 'cause they taste like you
I wanna drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I got a girl crush

I got a girl crush
Hate to admit it but
I got a heart rush
It ain't slowin' down",2000
34,"I know you got all dressed up for the club
Waiting on a nigga to come pick you up
Baby, when I saw ya walking out the door
I just knew ya needed something more

Now whip it straight back to the crib
Finna give you something that you won't forget

Baby, I just wanna get you out them clothes
I just wanna see you dance in...

Slow motion
We can take, we can take, we can take our time, baby
In slow motion
We can take, we can take, we can take our time, stay here
In slow motion

So, Shawty, let your hair down, and take a sip
Go and put this joint between your lips
Baby, why don't you make yourself comfortable
While I go and put this tongue on you

So tell me when you ready
I'ma speed it up for you just for a second,
Just for a second
Then I'ma slow it back down and keep it steady

Now that you are out them clothes
I just wanna see you dance in...
Slow motion
We can take, we can take, we can take our time, baby
In slow motion
We can take, we can take, we can take our time, stay here
In slow motion

Oh darling, I just wanna get you out them clothes
I just wanna see you dance in...

Slow motion
We can take, we can take, we can take our time, baby
In slow motion
We can take, we can take, we can take our time, stay here
In slow motion",2000
35,"I've got fire for a heart
I'm not scared of the dark
You've never seen it look so easy
I got a river for a soul,
And baby, you're a boat
Baby, you're my only reason

If I didn't have you, there would be nothing left
The shell of a man that could never be his best
If I didn't have you, I'd never see the sun
You taught me how to be someone, yeah

All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down

All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down

Nobody, nobody
Nobody can drag me down
Nobody, nobody
Nobody can drag me down

I've got fire for a heart
I'm not scared of the dark
You've never seen it look so easy
I got a river for a soul,
And baby, you're a boat
Baby, you're my only reason

If I didn't have you, there would be nothing left (nothing left)
The shell of a man that could never be his best (be his best)
If I didn't have you, I'd never see the sun (see the sun)
You taught me how to be someone, yeah

All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down

Nobody, nobody
Nobody can drag me down
Nobody, nobody
Nobody can drag me

All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down

All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down

Nobody, nobody
Nobody can drag me down
Nobody, nobody
Nobody can drag me down

Nobody, nobody
Nobody can drag me down
Nobody, nobody
Nobody can drag me down",2015
36,"I was a liar, I gave into the fire;
I know I should've fought it - at least I'm being honest...
Feel like a failure, 'cause I know that I failed you;
I should've done you better, 'cause you don't want a liar...

And I know, and I know, and I know she gives you everything, but boy, I couldn't give it to you;
And I know, and I know, and I know that you got everything, but I got nothing here without you...

So one last time, I need to be the one who takes you home;
One more time - I promise after that, I'll let you go...
Baby, I don't care if you got her in your heart;
All I really care is you wake up in my arms...
One last time, I need to be the one who takes you home...

I don't deserve it, I know I don't deserve it,
But stay with me a minute, I'll swear I'll make it worth it...
Can't you forgive me at least just temporarily?
I know that this is my fault, I should have been more careful...

And I know, and I know, and I know she gives you everything, but boy, I couldn't give it to you;
And I know, and I know, and I know that you got everything, but I got nothing here without you, baby...

So one last time, I need to be the one who takes you home;
One more time - I promise after that, I'll let you go...
Baby, I don't care if you got her in your heart;
All I really care is you wake up in my arms...
One last time, I need to be the one who takes you home...

I know I should've fought it, at least I'm being honest, yeah-ee;
Just stay with me a minute, I swear I'll make it worth it, babe,
'Cause I don't want to be without you...

So one last time, I need to be the one who takes you home; (Takes you home, boy...)
One more time - I promise after that, I'll let you go... (I promise that... let you go...)
Baby, I don't care if you got her in your heart; 
All I really care is you wake up in my arms... (Wake up in my arms...)
One last time, I need to be the one who takes you home...

One last time, I need to be the one who takes you home...",2015
37,"With her wine-stained lips, yeah she's nothing but trouble
Cold to the touch but she's warm as a devil
I gave all my heart but she won't heal my soul
She tasted a break and I can't get more

You got me in chains, you got me in chains for your love
But I wouldn't change, no, I wouldn't change this love
You got me in chains, you got me in chains for your love
But I wouldn't change, no, I wouldn't change this love

Tryna break the chains but the chains only break me
(Hey-ey-ey-ey, hey-ey-ey-ey, hey-ey-ey-ey, hey-ey-ey-ey)
Tryna break the chains but the chains only break me

Alone in the night till she knocks on my door
Oh no, wasted again but I can't say no (no)
Baby, tell me why, why you do, do me wrong
Baby, tell me why, why you do, do me wrong
Gave you my heart but you took my soul

You got me in chains, you got me in chains for your love
But I wouldn't change, no I wouldn't change this love
You got me in chains, you got me in chains for your love
But, I wouldn't change, no I wouldn't change this love

Tryna break the chains but the chains only break me
(Hey-ey-ey-ey, hey-ey-ey-ey, hey-ey-ey-ey, hey-ey-ey-ey)
Tryna break the chains but the chains only break me

Baby, tell me why, why you do, do me wrong
Baby, tell me why, why you do, do me wrong
Gave you my heart but you took my soul

You got me in chains, you got me in chains for your love
But, I wouldn't change, no I wouldn't change this love
You got me in chains, you got me in chains for your love
But, I wouldn't change, no I wouldn't change this love

Tryna break the chains but the chains only break me",2015
38,"Both
Yah
Bad bitches is the... (Yah)

Swae Lee
I ain't got no type (Nah)
Bad bitches is the only thing that I like (Woo)
You ain't got no life (Nah)
Cups with the ice and we do this every night (Hey)
I ain't check the price (I got it)
I make my own money so I spend it how I like (Woo)
I'm just living life (Hey hey)
And Let my momma tell it nigga I ain't living right (Yup)

Chop the top off the Porsche, that's a headless horse
Extendo long as an extension cord
Bitch I ball like Jordan
And I play full court
And if you not my type then you know I got to keep this shit short
What you know about a check? What you got up in your pocket?
What you spending when you shopping, dawg?
Why you wanna go flex like you all in the mix?
Like you got some shit popping off
I got some models that you see up in the movies and they want to make a flick for the camera
Wanna be Kim Kardashian, heard I was living like a bachelor

I ain't got no type (Nah)
Bad bitches is the only thing that I like (Woo)
You ain't got no life (Nah)
Cups with the ice and we do this every night (Hey)
I ain't check the price (I got it)
I make my own money so I spend it how I like (Woo)
I'm just living life (Hey hey)
And Let my momma tell it nigga I ain't living right (Yup)

Slim Jimmy
Spend it how I like (Yah)
Sinning every night (Yah)
Push-start the whip (Hey)
Brought it straight to life (For life)
Blowing on the kush (Blow)
Till I'm out of sight (I won't go)
I don't check the price (Bitch)
All I do is swipe (Woo)
She said, ""What's your type?"" (Yah)
I said ""I like what I like!"" (Yah)
I don't second guess (Nah)
I just roll the dice (Keep it movin')
Keep your two cents (Hey)
Take your own advice (Hey)
I've been living life (Yah)
Like I live twice

Swae Lee
I ain't got no type (Nah)
Bad bitches is the only thing that I like (Woo)
You ain't got no life (Nah)
Cups with the ice and we do this every night (Hey)
I ain't check the price (I got it)
I make my own money so I spend it how I like (Woo)
I'm just living life (Hey hey)
And Let my momma tell it nigga I ain't living right (Yup)

I ain't got no type
I ain't got no type
And Let my momma tell it nigga I ain't living right",2015
39,"I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turning green
You're the magician's assistant in their dream

Ah ooh
Oh, and they come unstuck

Lady, running down to the riptide
Taken away to the dark side
I want to be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

Here's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's running from himself
A-she's been living on the highest shelf

Ah ooh
Oh, and they come unstuck

Lady, running down to the riptide
Taken away to the dark side
I want to be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

I just want to, I just want to know
If you're gonna, if you're gonna stay
I just got to, I just got to know
I can't have it, I can't have it any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh

Lady, running down to the riptide
Taken away to the dark side
I want to be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

Oh lady, running down to the riptide
Taken away to the dark side
I want to be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

Oh lady, running down to the riptide
Taken away to the dark side
I want to be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong, yeah
I got a lump in my throat 'cause
You're gonna sing the words wrong",2015
40,"Dear future husband,
Here's a few things
You'll need to know if you wanna be
My one and only all my life

Take me on a date
I deserve a break
And don't forget the flowers every anniversary
'Cause if you'll treat me right
I'll be the perfect wife
Buying groceries
Buy-buying what you need

You got that 9 to 5
But, baby, so do I
So don't be thinking I'll be home and baking apple pies
I never learned to cook
But I can find a hook
Sing along with me
Sing-sing along with me (hey)

You gotta know how to treat me like a lady
Even when I'm acting crazy
Tell me everything's alright

Dear future husband,
Here's a few things you'll need to know if you want to be
My one and only all my life
Dear future husband,
If you wanna get that special lovin'
Tell me I'm beautiful each and every night

After every fight
Just apologize
And maybe then I'll let you try and rock my body right
Even if I was wrong
You know I'm never wrong
Why disagree?
Why, why disagree?

You gotta know how to treat me like a lady
Even when I'm acting crazy
Tell me everything's alright

Dear future husband,
Here's a few things
You'll need to know if you want to be
My one and only all my life (hey, baby)
Dear future husband,
Make time for me
Don't leave me lonely
And know we'll never see your family more than mine

I'll be sleeping on the left side of the bed (hey)
Open doors for me and you may get some kisses
Don't have a dirty mind
Just be a classy guy
Buy me a ring
Buy-buy me a ring, babe

You gotta know how to treat me like a lady
Even when I'm acting crazy
Tell me everything's alright

Dear future husband,
Here's a few things
You'll need to know if you want to be
My one and only all my life
Dear future husband,
If you wanna get that special loving
Tell me I'm beautiful each and every night

Future husband, better love me right",2015
41,"Yes I do, I believe
That one day I will be, where I was
Right there, right next to you
And it's hard, the days just seem so dark
The moon, the stars, are nothing without you
Your touch, your skin, where do I begin?
No words can explain, the way I'm missing you
The night, this emptiness, this hole that I'm inside
These tears, they tell their own story

You told me not to cry when you were gone
But the feeling's overwhelming, it's much too strong
Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't want to be here if I can't be with you tonight

I'm reaching out to you
Can you hear my call?
This hurt that I've been through
I'm missing you, missing you like crazy, daily

Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't want to be here if I can't be with you tonight

Lay me down tonight, lay me by your side
Lay me down tonight, lay me by your side
Can I lay by your side, next to you, you
And make sure you're alright",2015
42,"You're on the couch, blowing up my phone
You don't want to come out, but you don't want to be alone
It don't take but two to have a little soiree
You're in the mood to sit tight right where you are, babe

'Cause I'll be at your door in ten minutes
Whatever you got on, girl, stay in it
You ain't gotta leave the house to have a good time
I'ma bring the good time home to you

We'll have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors till the whole block hates us
And the cops will show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party

Throw a neon tee shirt over the lamp shade
I'll take the furniture, slide it out of the way
Shaking the floor, rattling the roof
We'll go to town like they're in your living-room

Let's have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors till the whole block hates us
And the cops will show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party

So I'll be at your door in ten minutes
Whatever you got on, girl, stay in it
You ain't gotta leave the house to have a good time
I'ma bring the good time home to you

We'll have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors till the whole block hates us
And the cops will show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party",2015
43,"Kick the dust up.
Come on.

All week long it's a farming town they're making that money grow
Tractors, plows with flashing lights backing up a two lane road
They take one last lap around,
That sun up high goes down
And then it's on, come on, girl, kick it on back
Z71 like a Cadillac

We go way out where there ain't nobody,
We turn this cornfield into a party
Pedal to the floorboard
End up in a four door
Burning up a backroad song.
Park it and we pile out,
Baby, watch your step now,
Better have your boots on.

Kick the dust up,
Back it on up,
Fill your cup up,
Let's tear it up up
And kick the dust up.

Bar downtown, they got a line of people waiting out the door.
10 dollar drinks, it's packed inside, I don't know what they're waiting for.
Got me a jar full of 'Clear
And I got that music for your ear
And it's like knock knock knock goes the diesel,
If you really wanna see the beautiful people

We go way out where there ain't nobody,
We turn this cornfield into a party
Pedal to the floorboard
End up in a four door
Burning up a backroad song
Park it and we pile out,
Baby, watch your step now,
Better have your boots on.

Kick the dust up,
Let's back it on up,
Fill your cup up,
Let's tear it up up
And kick the dust up.

Just follow me down 'neath the 32 bridge you all gonna be glad you did.
Kick it.

We go way out where there ain't nobody,
We turn this cornfield into a party.
Pedal to the floorboard
End up in a four door
Burning up a backroad song.
Park it and we pile out,
Baby, watch your step now.
Better have your boots on,

Kick the dust up (kick the dust up)
Back it on up
Fill your cup up,
That's what's up up,
Let's kick the dust up",2015
44,"My house in Budapest
My hidden treasure chest
Golden grand piano
My beautiful Castillo

For you
You
I'd leave it all

My acres of a land
I have achieved
It may be hard for you to
Stop and believe

But for you
You
I'd leave it all

For you
You
I'd leave it all

Give me one good reason
Why I should never make a change
And baby if you hold me
Then all of this will go away

My many artifacts
The list goes on
If you just say the words
I'll up and run

Oh, to you
You
I'd leave it all

To you
You
I'd leave it all

Give me one good reason
Why I should never make a change
And baby if you hold me
Then all of this will go away

Give me one good reason
Why I should never make a change
And baby if you hold me
Then all of this will go away

My friends and family
They, don't understand
They fear they'd lose so much
If, you took my hand

But, for you
You
I'd lose it all

For you
You
I'd lose it all

Give me one good reason
Why I should never make a change
And baby if you hold me
Then all of this will go away

Give me one good reason
Why I should never make a change
And baby if you hold me
Then all of this will go away

My house in Budapest
My hidden treasure chest
Golden grand piano
My beautiful Castillo

You
You
I'd leave it all

Oh for you
You
I'd leave it all",2015
45,"Party girls don't get hurt
Can't feel anything, when will I learn?
I push it down, I push it down

I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love

One, two, three; one, two, three; drink
One, two, three; one, two, three; drink
One, two, three; one, two, three; drink
Throw 'em back till I lose count

I'm gonna swing from the chandelier, from the chandelier
I'm gonna live like tomorrow doesn't exist, like it doesn't exist
I'm gonna fly like a bird through the night, feel my tears as they dry
I'm gonna swing from the chandelier, from the chandelier

But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight

Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight, on for tonight

Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame (oh)

One, two, three; one, two, three; drink
One, two, three; one, two, three; drink
One, two, three; one, two, three; drink
Throw 'em back till I lose count

I'm gonna swing from the chandelier, from the chandelier
I'm gonna live like tomorrow doesn't exist, like it doesn't exist
I'm gonna fly like a bird through the night, feel my tears as they dry
I'm gonna swing from the chandelier, from the chandelier

But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight

Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight, on for tonight, on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight, on for tonight, on for tonight
'Cause I'm just holding on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight, on for tonight, on for tonight",2015
46,"This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up up up up all night long
Oh, up up all night long

You, where the hell did you come from?
You're a different, different kind of fun
And I'm so used to feeling numb

Now, I've got pins and needles on my tongue
Anticipating what's to come
Like a finger on a loaded gun

I can feel it rising
Temperature inside me
Haven't felt it for a lifetime

This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up up up up all night long
Oh, up up all night long

This is my heartbeat song and I'm gonna play it
Turned it on but I know you can take it
Up up up up all night long
Oh, up up all night long (all night long)

I, I wasn't even gonna go out
But I never would've had a doubt
If I'd have known where I'd be now

Your hands on my hips
And my kiss on your lips
Oh, I could do this for a lifetime

This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up up up up all night long
Oh, up up all night long

This is my heartbeat song and I'm gonna play it
Turned it on but I know you can take it
Up up up up all night long
Oh, up up all night long

Until tonight I only dreamed about you
I can't believe I ever breathed without you
Baby, you make me feel alive and brand new
Bring it one more time
One more time

This is my heartbeat song and I'm gonna play it (oh)
Been so long, I forgot how to turn it (oh)
Up up up up all night long
Oh, up up all night long (yeah)

This is my heartbeat song and I'm gonna play it
Turned it on but I know you can take it (oh)
Up up up up all night long
Oh, up up all night long (all night long)

This is my heartbeat song and I'm gonna play it (oh)
Been so long, I forgot how to turn it
Up up up up all night long (oh)
Oh, up up all night long

This is my heartbeat song and I'm gonna play it
Turned it on but I know you can take it
Up up up up all night long
Oh, up up all night long",2015
47,"I met this girl late last year
She said ""Don't you worry if I disappear""
I told her ""I'm not really looking for another mistake""
I called an old friend thinking that the trouble would wait
But then I jumped right in a week later, returned
I reckon she was only looking for a lover to burn
But I gave her my time for two or three nights
Then I put it on pause until the moment was right
I went away four months until our paths crossed again
She told me ""I was never looking for a friend
Maybe you could swing by my room around ten
Baby, bring the lemon and a bottle of gin
We'll be in between the sheets till the late AM""
Baby, if you wanted me then should have just said, she's singing

Don't fuck with my love
That heart is so cold
All over my arm
I don't wanna know that, babe
Don't fuck with my love
I told her she knows
Take aim and reload
I don't wanna know that, babe

For a couple weeks I only wanna see her
We drink away the days with a takeaway pizza
Before a text message was the only way to reach her
Now she's staying at my place and loves the way I treat her
Singing out Aretha, all over the track like a feature
And never wants to sleep, I guess that I don't want to either
But me and her, we make money the same way
Four cities, two planes, the same day
And those shows have never been what it's about
But maybe we'll go together and just figure it out
I'd rather put on a film with you and sit on a couch
But we should get on a plane or we'll be missing it now
Wish I'd have written it down, the way that things played out
But she was kissing him, how? I was confused about
She should figure it out, while I'm sat here singing

Don't fuck with my love
That heart is so cold
All over my arm
I don't wanna know that, babe
Don't fuck with my love
I told her she knows
Take aim and reload
I don't wanna know that, babe

*Knock knock knock* on my hotel door
I don't even know if she knows what for
She was crying on my shoulder, but I already told ya
Trust and respect is what we do this for
I never intended to be next
But you didn't need to take him to bed, that's all
And I never saw him as a threat
Until you disappeared with him to have sex, of course
It's not like we were both on tour
We were staying on the same fucking hotel floor
And I wasn't looking for a promise or commitment
But it was never just fun, and I thought you were different
This is not the way you realized what you wanted
It's a bit too much, too late if I'm honest
All this time, God knows I'm singing

Don't fuck with my love
That heart is so cold
All over my arm
I don't wanna know that, babe
Don't fuck with my love
I told her she knows
Take aim and reload
I don't wanna know that, babe

Don't fuck with my love
That heart is so cold
All over my arm
I don't wanna know that, babe
Don't fuck with my love
I told her she knows
Take aim and reload
I don't wanna know that, babe",2015
48,"I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

My friends had you figured out
Yeah they saw what's inside of you
You tried hiding another you
But your evil was coming through

These guys sitting on the wall
They watch every move I make
Bright light living in the shade
Your cold heart makes my spirit shake

I had to go through hell to prove I'm not insane
Had to meet the devil just to know his name
And that's when my love was burning
Yeah, it's still burning

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

Each time that I think you go
I turn around and you're creeping in
And I let you under my skin
'Cause I love living in the sin

Boy, you never told me
True love was going to hurt
True pain I don't deserve
Truth is that I never learn

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

Give up the ghost, give up the ghost
Give up the ghost, stop the haunting baby
Give up the ghost, give up the ghost
Give up the ghost, no more haunting baby

I keep going to the river

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake",2015
49,"(I guess right now you've got the last laugh)

I'm sorry if I seem uninterested
Oh I'm not listenin', oh I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room with people who don't even care about my well being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here, somewhere in the corner
Under clouds of marijuana with this boy who's hollerin'
And I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Excuse me if I seem a little unimpressed with this
An antisocial pessimist, but usually I don't mess with this
And I know you mean only the best and your
Intentions aren't to bother me, but honestly I'd rather be
Somewhere with my people, we can kick it and just listen to
Some music with a message, (like we usually do)
And we'll discuss our big dreams, how we plan, to take over the planet
So pardon my manners, I hope you'll understand that I'll be here (ooh)
Not there in the kitchen
With the girl who's always gossipin' about her friends
Oh tell them I'll be here
(Ooh) right next to the boy who's throwin' up
'Cause he can't take what's in his cup no more
Oh God why am I here?

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Hours later congregatin' next to the refrigerator
Some girl's talkin' 'bout a hater, she ain't got none
How did it ever come to this? I should've never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here (oh oh, oh oh)",2015
50,"Going out tonight
Changes into something red
Her mother doesn't like that kind of dress
Everything she never had
She's showing off

Driving too fast
Moon is breaking through her hair
She's heading for something that she won't forget
Having no regrets is all that she really wants

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change
Me and you

Chasing it tonight, doubts are running 'round her head
He's waiting, hides behind a cigarette
Heart is beating loud, and she doesn't want it to stop

Moving too fast
Moon is lighting up her skin
She's falling, doesn't even know it yet
Having no regrets is all that she really wants

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change
Me and you 

Going out tonight
Changes into something red
Her mother doesn't like that kind of dress
Reminds her of a missing piece of innocence she lost

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes

It will never change, baby
It will never change, baby
It will never change
Me and you",2015
